experiment,collection_window,metric,scope,sample_index,value,unit
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,9,846.64,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,10,837.69,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,11,838.68,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,12,837.78,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,13,839.49,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,14,837.51,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,15,838.04,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,16,837.54,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,17,838.75,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,18,838.61,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,19,837.5,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,20,838.74,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,21,837.89,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,22,838.31,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,23,837.49,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,24,837.99,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,25,837.41,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,26,838.48,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,27,783.67,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,28,835.29,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,29,835.86,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,30,834.79,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,31,835.7,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,32,835.09,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,33,835.58,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,34,834.7,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,35,836.06,MB/s
correlation-gapbs-pr-cores1,pcm_memory,memreadbw,SKT0CHAN4,36,839.12,MB/s
