Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

05:02:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:52          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          4     85.29      0.00     13.73      0.00      0.00      0.98
05:02:52          5     20.22      0.00     24.72      0.00      0.00     55.06
05:02:52          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52          9      1.00      0.00      0.00      0.00      0.00     99.00
05:02:52         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         16      1.00      0.00      0.00      0.00      0.00     99.00
05:02:52         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         26      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         29      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         30      0.00      0.00      0.00      0.00      0.00    100.00
05:02:52         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:52        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:53        all      3.41      0.00      1.19      0.00      0.00     95.40
05:02:53          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          4     87.88      0.00     12.12      0.00      0.00      0.00
05:02:53          5     20.21      0.00     27.66      0.00      0.00     52.13
05:02:53          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          7      0.99      0.00      0.00      0.00      0.00     99.01
05:02:53          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53          9      1.00      0.00      0.00      0.00      0.00     99.00
05:02:53         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:53         26      0.00      0.00      0.00      0.00      0.00    100.00
