Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

04:06:23        CPU     %user     %nice   %system   %iowait    %steal     %idle
04:06:24        all      3.16      0.00      0.03      0.00      0.00     96.81
04:06:24          0      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          1      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          2      1.00      0.00      0.00      0.00      0.00     99.00
04:06:24          3      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          4    100.00      0.00      0.00      0.00      0.00      0.00
04:06:24          5      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          6      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          7      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          8      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24          9      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         10      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         11      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         12      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         13      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         14      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         15      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         16      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         17      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         18      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         19      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         20      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         21      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         22      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         23      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         24      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         25      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         26      0.00      0.00      0.99      0.00      0.00     99.01
04:06:24         27      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         28      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         29      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         30      0.00      0.00      0.00      0.00      0.00    100.00
04:06:24         31      0.00      0.00      0.00      0.00      0.00    100.00

04:06:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
04:06:25        all      3.19      0.00      0.00      0.00      0.00     96.81
04:06:25          0      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          1      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          2      1.00      0.00      0.00      0.00      0.00     99.00
04:06:25          3      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          4    100.00      0.00      0.00      0.00      0.00      0.00
04:06:25          5      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          6      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          7      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          8      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25          9      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         10      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         11      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         12      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         13      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         14      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         15      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         16      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         17      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         18      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         19      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         20      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         21      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         22      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         23      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         24      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         25      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         26      0.99      0.00      0.00      0.00      0.00     99.01
04:06:25         27      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         28      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         29      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         30      0.00      0.00      0.00      0.00      0.00    100.00
04:06:25         31      0.00      0.00      0.00      0.00      0.00    100.00

04:06:25        CPU     %user     %nice   %system   %iowait    %steal     %idle
04:06:26        all      3.16      0.00      0.00      0.00      0.00     96.84
04:06:26          0      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          1      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          2      1.00      0.00      0.00      0.00      0.00     99.00
04:06:26          3      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          4    100.00      0.00      0.00      0.00      0.00      0.00
04:06:26          5      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          6      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          7      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          8      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26          9      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         10      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         11      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         12      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         13      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         14      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         15      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         16      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         17      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         18      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         19      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         20      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         21      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         22      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         23      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         24      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         25      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         26      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         27      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         28      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         29      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         30      0.00      0.00      0.00      0.00      0.00    100.00
04:06:26         31      0.00      0.00      0.00      0.00      0.00    100.00

04:06:26        CPU     %user     %nice   %system   %iowait    %steal     %idle
04:06:27        all      3.16      0.00      0.00      0.00      0.00     96.84
04:06:27          0      0.00      0.00      0.00      0.00      0.00    100.00
